toxidrome,smiles,model
Cholinergic,C([C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2C=Cc2ccccc12,pIC50_BChE_human
Cholinergic,C1CCN2CCC[C@@H](C=C3c4ccccc4C=Cc4ccccc34)[C@H]2C1,pIC50_BChE_human
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1,pIC50_BChE_human
Cholinergic,CCOC(=O)c1c(C)nc2nc3CCCCc3c(N)c2c1-c1ccccc1,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_BChE_human
Cholinergic,CN(CCCNCc1ccc2cccnc2c1O)CCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,Oc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1,pIC50_BChE_human
Cholinergic,Cc1ccc2ccc(CNCCCCCCCCNc3c4CCCCc4nc4ccccc34)c(O)c2n1,pIC50_BChE_human
Cholinergic,O=C(NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_BChE_human
Cholinergic,Oc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,Oc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCC(=O)OC)c12,pIC50_BChE_human
Cholinergic,COc1ccc2nc3cc(Cl)ccc3c(NC[C@@H]3CCCN4CCCC[C@H]34)c2c1,pIC50_BChE_human
Cholinergic,COc1cc2cc(C(=O)OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2NCCc12,pIC50_BChE_human
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_BChE_human
Cholinergic,Nc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,OC1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C#N)CC1,pIC50_BChE_human
Cholinergic,C([C@@H]1CCCN2CCCC[C@H]12)C1c2ccccc2Sc2ccccc12,pIC50_BChE_human
Cholinergic,Cc1ccc2ccc(CNCCCCCCCCCCNc3c4CCCCc4nc4ccccc34)c(O)c2n1,pIC50_BChE_human
Cholinergic,COc1cc2cc(NC(=O)[C@H]3CCC[C@H](C3)NCc3ccccc3)c(=O)oc2cc1OC,pIC50_BChE_human
Cholinergic,CCCCN(C)C(=O)Oc1cccc2N(C)CC(CCC(=O)OC)c12,pIC50_BChE_human
Cholinergic,O=C(CCCSC[C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc12,pIC50_BChE_human
Cholinergic,O=c1ccc2cc(OCCCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,pIC50_BChE_human
Cholinergic,[NH2+]=c1ccn(Cc2ccc(CCc3ccc(Cn4ccc(=[NH2+])c5ccccc45)cc3)cc2)c2ccccc12,pIC50_BChE_human
Cholinergic,C(C(c1ccccc1)c1ccccc1)[C@@H]1CCCN2CCCC[C@H]12,pIC50_BChE_human
Cholinergic,Clc1cccc2nc3CCCCc3c(NCCCCCC(=O)NCCc3c[nH]c4ccccc34)c12,pIC50_BChE_human
Cholinergic,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,pIC50_BChE_human
Cholinergic,CC[N+](C)(CC)CCCn1c(-c2ccccc2)c2cc(N)ccc2c2ccc(=[NH2+])cc12,pIC50_BChE_human
Cholinergic,C[N+](C)=c1ccn(Cc2ccc(CCc3ccc(Cn4ccc(cc4)=[N+](C)C)cc3)cc2)cc1,pIC50_BChE_human
Cholinergic,CCCCN(C)C(=O)Oc1ccc2C(CCC(=O)OC)CNc2c1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCC(N)=O)c12,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2C(CCC(=O)OC)CNc12,pIC50_BChE_human
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,COc1cc2oc(cc(=O)c2cc1OC)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2N(C)CC(CCC(=O)OC)c12,pIC50_BChE_human
Cholinergic,C(c1ccc(\C=C\c2ccc(Cn3ccc(cc3)=[N+]3CCCCC3)cc2)cc1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_BChE_human
Cholinergic,O=C(CCCCSC[C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc12,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2N(CCC(=O)OC)CCc12,pIC50_BChE_human
Cholinergic,C(c1cccc(c1)-c1cccc(C[n+]2ccc(cc2)-c2ccccc2)c1)[n+]1ccc(cc1)-c1ccccc1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1ccc2C(CCC(=O)OC)CNc2c1,pIC50_BChE_human
Cholinergic,COc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,O=c1ccc2cc(OCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,pIC50_BChE_human
Cholinergic,C[N+](c1cc(Cl)cc(Cl)c1)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)cc2)cc1,pIC50_BChE_human
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2cccc(c2)-c2cccc(Cn3ccc(cc3)=[N+]3CCc4cc(OC)c(OC)cc4C3)c2)cc1,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C,pIC50_BChE_human
Cholinergic,COc1nc2nc3CCCCc3c(N)c2c(-c2ccccc2)c1C#N,pIC50_BChE_human
Cholinergic,Oc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,Oc1c(CNCCCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_BChE_human
Cholinergic,COc1cc(OC)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,Nc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4CCCCc4nc4cc(Cl)cc(Cl)c34)c2c1,pIC50_BChE_human
Cholinergic,COc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,Clc1ccc2c(NCCCCCCCCCCNC(=O)c3cc(=O)c4ccccc4o3)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,Cc1cn(Cc2cccc(c2)-c2cccc(Cn3cc(C)c(=[NH2+])c4ccccc34)c2)c2ccccc2c1=[NH2+],pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1ccc2CCN(CCCN(C)C)c2c1,pIC50_BChE_human
Cholinergic,C1N[c+]2ccn(Cc3ccc(Cn4cc[c+](NCc5cccc1c5)cc4)cc3)cc2,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1ccc2CCN(CCC(=O)OC)c2c1,pIC50_BChE_human
Cholinergic,O=c1oc2ccccc2cc1OC1CCN(Cc2ccccc2)CC1,pIC50_BChE_human
Cholinergic,CN(CCCOc1cc2ccccc2oc1=O)Cc1ccccc1,pIC50_BChE_human
Cholinergic,CN(C)c1nc2nc3CCCCc3c(N)c2c(-c2ccccc2)c1C#N,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1ccc2CCN(C)c2c1,pIC50_BChE_human
Cholinergic,CCOC(=O)CCC1CNc2cccc(OC(=O)N(C)CC)c12,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCN)c12,pIC50_BChE_human
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCCCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,O=C(CCCCCNc1c2CCCCc2nc2ccccc12)NCCc1c[nH]c2ccccc12,pIC50_BChE_human
Cholinergic,C1N[c+]2ccn(Cc3cccc(Cn4cc[c+](NCc5ccc1cc5)cc4)c3)cc2,pIC50_BChE_human
Cholinergic,C[N+](C)=c1ccn(Cc2cccc(Cn3ccc(cc3)=[N+](C)C)c2)cc1,pIC50_BChE_human
Cholinergic,C(c1cccc(c1)-c1cccc(Cn2ccc(cc2)=[N+]2CCCC2)c1)n1ccc(cc1)=[N+]1CCCC1,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_BChE_human
Cholinergic,COC(=O)CCC1CNc2cc(OC(=O)N(C)c3ccc(OC)cc3)ccc12,pIC50_BChE_human
Cholinergic,COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,COc1ccc(cc1)N(C)C(=O)Oc1cccc2NCC(CCC(O)=O)c12,pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2N(CCCN(C)C)CCc12,pIC50_BChE_human
Cholinergic,Cc1c2Cn3cc[c+](NCc4cc5CNc6cc[n+](Cc(c2C)c(C)c1Cn1cc[c+](NCc(c5)c4)cc1)cc6)cc3,pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1ccc2C(CCCN)CNc2c1,pIC50_BChE_human
Cholinergic,COC(=O)c1cc2c(N)c3CCCCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cccs1,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccsc2s1,pIC50_BChE_human
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,Oc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,Oc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4ccccc34)c2c1,pIC50_BChE_human
Cholinergic,COc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,C(c1ccc(cc1)-c1ccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)cc1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_BChE_human
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)n1ccc(cc1)=[N+]1CCCC1,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,pIC50_BChE_human
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,C[N+](c1ccc(Cl)cc1)=c1ccn(Cc2ccc(cc2)-c2ccc(Cn3ccc(cc3)=[N+](C)c3ccc(Cl)cc3)cc2)cc1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1ccc2CC[C@@H](NCC#C)c2c1,pIC50_BChE_human
Cholinergic,Oc1cc2oc(cc(=O)c2cc1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,Clc1cc(Cl)c2c(NCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,C[N+](c1cc(Cl)cc(Cl)c1)=c1ccn(Cc2ccc(cc2)-c2ccc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)cc2)cc1,pIC50_BChE_human
Cholinergic,C(c1cccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)c1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCOCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCOCC2)cc1,pIC50_BChE_human
Cholinergic,C(c1cccc(c1)-c1cccc(Cn2ccc(cc2)=[N+]2CCCCC2)c1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_BChE_human
Cholinergic,C[N+](C)=c1ccn(Cc2ccc(CCCCc3ccc(Cn4ccc(cc4)=[N+](C)C)cc3)cc2)cc1,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1,pIC50_BChE_human
Cholinergic,COC(=O)c1cc2c(N)c3CCCCCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4cccc(Cl)c34)c2c1,pIC50_BChE_human
Cholinergic,Oc1c(CNCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)Cc1cc2ccc(Cl)cc2s1,pIC50_BChE_human
Cholinergic,COc1ccc2nc3cc(Cl)ccc3c(NCCCSC[C@@H]3CCCN4CCCC[C@H]34)c2c1,pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1ccc2C(CCN(C)C)CNc2c1,pIC50_BChE_human
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2cccc(Cn3ccc(cc3)=[N+]3CCc4cc(OC)c(OC)cc4C3)c2)cc1,pIC50_BChE_human
Cholinergic,COc1cc2cc(OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCCC2)cc1,pIC50_BChE_human
Cholinergic,Oc1c(CNCCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4CCCCc4nc4ccccc34)c2c1,pIC50_BChE_human
Cholinergic,Cc1c(C)c(=O)oc2cc(OCCCOc3cc(O)cc(c3)[N+](C)(C)C)ccc12,pIC50_BChE_human
Cholinergic,Clc1ccc2c(NCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,Clc1cc(Cl)c2c(NCCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2[nH]cc(CCC(=O)OC)c12,pIC50_BChE_human
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+]3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCC(O)=O)c12,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,pIC50_BChE_human
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2NCC(CCCN)c12,pIC50_BChE_human
Cholinergic,Oc1cc2oc(cc(=O)c2cc1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,C[N+](c1ccc(Cl)cc1)=c1ccn(Cc2cccc(c2)-c2cccc(Cn3ccc(cc3)=[N+](C)c3ccc(Cl)cc3)c2)cc1,pIC50_BChE_human
Cholinergic,C[N+](c1cc(Cl)cc(Cl)c1)=c1ccn(Cc2cc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)cc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)c2)cc1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1ccc2C(CCC(O)=O)CNc2c1,pIC50_BChE_human
Cholinergic,COc1cc2oc(cc(=O)c2cc1OC)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,COC(=O)CCC1CN(C)c2cc(OC(=O)N(C)c3ccc(OC)cc3)ccc12,pIC50_BChE_human
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1,pIC50_BChE_human
Cholinergic,C(c1cccc(Cn2ccc(cc2)=[N+]2CCCC2)c1)n1ccc(cc1)=[N+]1CCCC1,pIC50_BChE_human
Cholinergic,COc1nc2nc3CCCCc3c(N)c2cc1C#N,pIC50_BChE_human
Cholinergic,Nc1c2CCCCc2nc2nc(N3CCCC3)c(cc12)C#N,pIC50_BChE_human
Cholinergic,C(c1ccc(cc1)-c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_BChE_human
Cholinergic,C[N+](C)(C)c1cccc(OCCCCOc2cccc(c2)[N+](C)(C)C)c1,pIC50_BChE_human
Cholinergic,Nc1c2CCCCc2nc2nc(NCC#C)c(cc12)C#N,pIC50_BChE_human
Cholinergic,O=C(NCCCCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_BChE_human
Cholinergic,O=C(NCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_BChE_human
Cholinergic,COc1cc(OC)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_BChE_human
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+]3CCCCC3)cc2)cc1,pIC50_BChE_human
Cholinergic,[Br-].[Br-].OC1C[N+]2(Cc3ccc(\C=C\c4ccc(C[N+]56CCC(CC5)C(O)C6)cc4)cc3)CCC1CC2,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OCc1ccccc1,pIC50_BChE_human
Cholinergic,C(c1cccc(c1)-c1cccc(C[n+]2ccc(cc2)C2CCCCC2)c1)[n+]1ccc(cc1)C1CCCCC1,pIC50_BChE_human
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2NCC(CCN(C)C)c12,pIC50_BChE_human
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)cc1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_BChE_human
Cholinergic,O=C(NCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_BChE_human
Cholinergic,CCN(C)C(=O)Oc1cccc2N(C)CC(CCC(O)=O)c12,pIC50_BChE_human
Cholinergic,CCCCN(C)C(=O)Oc1ccc2C(CCC(=O)OC)CN(C)c2c1,pIC50_BChE_human
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc(Br)cs1,pIC50_BChE_human
Cholinergic,O=c1ccc2cc(OCCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,pIC50_BChE_human
Cholinergic,COC(=O)CCC1CNc2cccc(OC(=O)N(C)c3ccc(OC)cc3)c12,pIC50_BChE_human
Cholinergic,CN(C)C(=O)Oc1cccc2NCCc12,pIC50_BChE_human
Cholinergic,COC(=O)c1cc2c(N)c3CCCc3nc2nc1C,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4cc(Cl)ccc34)c2c1,pIC50_BChE_human
Cholinergic,C[N+](c1ccccc1)=c1ccn(Cc2cccc(Cn3ccc(cc3)=[N+](C)c3ccccc3)c2)cc1,pIC50_BChE_human
Cholinergic,C(c1cccc(Cn2ccc(cc2)=[N+]2CCCCC2)c1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_BChE_human
Cholinergic,C(c1cccc(c1)-c1cccc(C[N+]23CCC(CC2)CC3)c1)[N+]12CCC(CC1)CC2,pIC50_BChE_human
Cholinergic,C(CCc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_BChE_human
Cholinergic,Nc1c2CCCCc2nc2nc(N3CCCCC3)c(cc12)C#N,pIC50_BChE_human
Cholinergic,Clc1cc(Cl)c2c(NCCCCCCCCCCNC(=O)c3cc(=O)c4ccccc4o3)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,CN(C)c1nc2nc3CCCCc3c(N)c2cc1C#N,pIC50_BChE_human
Cholinergic,C(CCc1ccc(Cn2ccc(cc2)=[NH+]C2CCCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[NH+]C2CCCCC2)cc1,pIC50_BChE_human
Cholinergic,O=C(NCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_BChE_human
Cholinergic,COc1cc(OC)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,Oc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_BChE_human
Cholinergic,O=C(CCCCCCNc1c2CCCCc2nc2ccccc12)NCCc1c[nH]c2ccccc12,pIC50_BChE_human
Cholinergic,Cc1c(C)c(=O)oc2cc(OCCCCOc3cc(O)cc(c3)[N+](C)(C)C)ccc12,pIC50_BChE_human
Cholinergic,C[N+](C)(C)c1cc(O)cc(OCCCOc2cc(O)cc(c2)[N+](C)(C)C)c1,pIC50_BChE_human
Cholinergic,Clc1ccc2c(NCCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_BChE_human
Cholinergic,C[N+](C)(C)c1cc(O)cc(OCCCCOc2cc(O)cc(c2)[N+](C)(C)C)c1,pIC50_BChE_human
Cholinergic,CC(=O)NC(Cc1ccc(F)cc1)C(=O)Nc1ccccc1,pIC50_BChE_human
Cholinergic,COc1cc(=O)oc2cc(OCCCCCCN3CCN(CC(=O)Nc4c5CCCCc5nc5ccccc45)CC3)ccc12,pIC50_BChE_human
Cholinergic,COc1ccc(CC\[NH+]=c2/c(OC)ccc3cc4-c5cc6OCOc6cc5CCn4cc23)cc1,pIC50_BChE_human
Cholinergic,CC(=O)NC(Cc1ccc(F)cc1)C(=O)Oc1ccccc1,pIC50_BChE_human
Cholinergic,O=C(COc1ccc2ccc(=O)oc2c1)N1CCC(Cc2ccccc2)CC1,pIC50_BChE_human
Cholinergic,C(Nc1ccnc(n1)N1CCCC1)c1ccccc1,pIC50_BChE_human
Cholinergic,COc1ccc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC,pIC50_BChE_human
Cholinergic,COc1ccc(cc1)-c1nc(cc2c3ccccc3[nH]c12)C(=O)NCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCNC(=O)c1cc2ccccc2[nH]1,pIC50_BChE_human
Cholinergic,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCCCSc1ccccc1,pIC50_BChE_human
Cholinergic,C(N1CCCCC1)c1ccc(cc1)-c1nc2ccccc2o1,pIC50_BChE_human
Cholinergic,CC(=O)NC(Cc1ccc(F)cc1)C(=O)Nc1ccc(Cl)cc1,pIC50_BChE_human
Cholinergic,CCN(CCCNc1c2CCCCc2nc2ccccc12)CCC(=O)Nc1nc(cs1)-c1ccc(OC)cc1,pIC50_BChE_human
Cholinergic,Fc1cccc(c1)C(=O)NCCCCNc1c2CCCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,COc1cc(CNCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,pIC50_BChE_human
Cholinergic,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCOc1ccccc1,pIC50_BChE_human
Cholinergic,Clc1cccc(NC(=O)Nc2nc(cs2)-c2cc3ccccc3o2)c1,pIC50_BChE_human
Cholinergic,O=c1cc(-c2ccccc2)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2o1,pIC50_BChE_human
Cholinergic,CCOP(=O)(OCC)OC(CCC#N)c1ccc(C)cc1,pIC50_BChE_human
Cholinergic,CCN(CC)CCCCCCOc1ccc(CN(CC)CC)cc1,pIC50_BChE_human
Cholinergic,CN(C)CC(=O)Nc1ccc-2c(c1)C(=O)c1cccc3ccnc-2c13,pIC50_BChE_human
Cholinergic,Cc1c(OCCCN2CCCC2)ccc2c1oc(cc2=O)-c1ccccc1,pIC50_BChE_human
Cholinergic,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,pIC50_BChE_human
Cholinergic,CCCC\N=c1/n2CCCc2nc2ccccc12,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(Cl)c4)CC3)c2c1,pIC50_BChE_human
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(C)c4)CC3)c2c1,pIC50_BChE_human
Cholinergic,COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCCCC4C)cc3)c2cc1OC,pIC50_BChE_human
